Silica Alumina Reference Material,,,,,|,Silica Alumina Reference Material,,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,,|,Silica Alumina Reference Material,,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,,|,Silica Alumina Reference Material,,,
TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,,|,TriStar II Plus 3.03,TriStar II 3020 Version 3.02,Page 1,
,Serial # 184  Unit 1  Port 2,,,,|,,Serial # 184  Unit 1  Port 2,,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,,|,,Serial # 184  Unit 1  Port 2,,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,,|,,Serial # 184  Unit 1  Port 2,,
,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,
,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,
Sample:,JIEKONG-Method,,,,|,Sample:,JIEKONG-Method,,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,,|,Sample:,JIEKONG-Method,,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,,|,Sample:,JIEKONG-Method,,
Operator:,,,,,|,Operator:,,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,,|,Operator:,,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,,|,Operator:,,,
Submitter:,,,,,|,Submitter:,,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,,|,Submitter:,,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,,|,Submitter:,,,
File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,,|,File:,E:\Research_Data\2025-12\ZnCl2-SDAC\Sample_n0.5\,,
,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,,|,,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,,|,,,,
